CODIGO|DESCRIPCION|ABREVIATURA
11500A|HUERGO, DELFIN B. (E - O)                                                                           |DELFIN HUERGO       
11500B|ESQUIU, FRAY MAMERTO (E - O)                                                                        |F. M. ESQUIU        
11525 |MOSQUERA, RODRIGO DE (DGNAL. SO - NE) (PJE.)                                                        |PJE.MOSQUERA        
11550A|SIN NOMBRE (E - O) (PJE.)                                                                           |PJE. 115.50-A       
11550B|SIN NOMBRE (E - O) (PJE.)                                                                           |PJE. 115.50-B       
11600 |ARZENO, JUAN (S - N)                                                                                |JUAN ARZENO         
11650A|SILVA BRAGA, PRESBITERO PASCUAL (S - N) (PJE.)                                                      |SILVA BRAGA         
11650B|JURAMENTO, RIO (S - N) (PJE.)                                                                       |PJE.JURAMENTO       
11675A|MENCHACA, GDOR.MANUEL (DGNAL.SE- NO)ANTES CNO. .V ESPERANZA)ORD.6791/73                             |GDOR.MENCHACA       
11700 |LLERENA, JUAN (E - O)                                                                               |JUAN LLERENA        
11750 |SASTRE, MARCOS (E - O) (PJE.)                                                                       |PJE. M.SASTRE       
11800 |ROSAS, EDMUNDO J. (S - N)                                                                           |EDMUNDO ROSAS       
11850A|SIN NOMBRE (S - N) (PJE.)                                                                           |PJE. 118.50-A       
11850B|TAPPA, PEDRO (S - N) (PJE.)                                                                         |PEDRO TAPPA         
11875 |GARCIA VIEYRA, FRAY (DGNAL. SE - NO)                                                                |GARCIA VIEYRA       
11900 |LAVAISSE, PRESBITERO DOCTOR JOSE BENJAMIN (E - O)                                                   |DR.B.LAVAISSE       
11950 |IRIARTE, GENERAL TOMAS DE (E - O) (PJE.)                                                            |PJ.DE IRIARTE       
12000 |GRANDOLI, MARTIN (S - N)                                                                            |GRANDOLI            
12050 |SIN NOMBRE (S - N) (PJE.) (GARMENDIA)                                                               |PJ.S/N 120.50       
12075 |SIN NOMBRE (DGNAL. SE - NO)                                                                         |DG.S/N 120.75       
12100 |GOROSTIAGA, JOSE BENJAMIN (E - O)                                                                   |J. GOROSTIAGA       
12150 |ITURRI, FRANCISCO JAVIER (E - O) (PJE.)                                                             |PJ.F.J.ITURRI       
12200 |CAFFERATA, GOBERNADOR DOCTOR JUAN MANUEL (S - N)                                                    |J.M.CAFFERATA       
12250 |MENDEZ, MALAQUIAS (S - N) (PJE.)                                                                    |PJE. M.MENDEZ       
12300 |VEGA, PEDRO DE (E - O)                                                                              |PEDRO DE VEGA       
12350 |SUAREZ, BUENAVENTURA (E - O) (PJE.)                                                                 |PJE. B.SUAREZ       
12400 |VIÑAS, CANONIGO DOCTOR JACINTO R. (S - N) (E 61) SEGÚN RESOLUCIÓN INTERNA Nº 19-2009-               |CNGO.J.VIÑAS        
12475 |CONTRERAS, GERONIMA DE (DGNAL. SE - NO)                                                             |CONTRERAS           
12500 |ALDAO, GOBERNADOR RICARDO (E - O)                                                                   |RICARDO ALDAO       
12550 |PARPAL, JOSE VICENTE (E - O) (PJE.)                                                                 |PJE. J.PARPAL       
12600 |BECK-BERNARD, LINA (S - N) (E 62) SEGÚN RESOLUCIÓN INTERNA Nº 19/2009-                              |BECK-BERNARD        
12630 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJ.S/N 126.30       
12650 |GOLLAN, DOCTOR JOSUE (S - N) (PJE.) SEGÚN RESOLUCIÓN INTERNA Nº 19/2009-                            |PJE.J.GOLLAN        
12675 |SIN NOMBRE (DGNAL. SO - NE)(CONOCIDA COMO LA FE)                                                    |DG.S/N 126.75       
12700 |CASSANELLO, ANGEL (E - O)                                                                           |A. CASSANELLO       
12800 |CARRANZA, CARLOS EDUARDO (S - N) (E 63) SEGÚN RESOLUCIÓN INTERNA Nº 19/2009-                        |C.E.CARRANZA        
12900A|LOPEZ, JUAN PABLO (E - O)                                                                           |JUAN P. LOPEZ       
12900B|ISRAEL, ESTADO DE (E - O)                                                                           |EST.DE ISRAEL       
12950 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 129.50       
13000 |FIGUEROA, HERMANO JOSE MARCOS (S - N) (E 64) (LA FE)SEGÚN REESOLUCIÓN INTERNA Nº 19/2009.           |HNO.FIGUEROA        
13050A|SIN NOMBRE (S - N) (PJE.)                                                                           |PJE. 130.50-A       
13050B|SIN NOMBRE (S - N) (PJE.) (E 65) SEGÚN RESOLUCIÓN INTERNA Nº 19/2009-                               |PJE. 130.50-B       
13070 |BONAZZOLA, ALCIRA (S - N) (PJE.)                                                                    |PJE.BONAZZOLA       
13100 |HERNANDARIAS (HERNANDO ARIAS DE SAAVEDRA) (E - O)                                                   |HERNANDARIAS        
13150A|FERREYRA (E - O) (PJE.)                                                                             |PJE. FERREYRA       
13150B|SIN NOMBRE (E - O) (PJE.)                                                                           |PJE. 131.50-B       
13200 |REINARES, JOSE MARIA (S - N) (E 66)SEGÚN RESOLUCIÓN INTERNA Nº 19/2009.                             |JOSE REINARES       
13230 |GENEYRO, ANGELA (S - N) (PJE.) SEGÚN RESOLUCIÓN INTERNA Nº 19/2009-                                 |PJE.A.GENEYRO       
13250A|PALLARES, ANA MULLOR DE (S - N) (PJE.)                                                              |A.DE PALLARES       
13250B|JAURETCHE, ARTURO (S N)  (6TO. PASAJE) ORD. 9595/1992-Bº EL ABASTO.                                 |PJE.JAURETCHE       
13270A|PEREZ, PRESBITERO JUAN CRISOSTOMO (S - N) (PJE.)                                                    |PJ.PBRO.PEREZ       
13270B|FESTER, DOCTOR GUSTAVO ANSELMO (S - N) (PJE.)                                                       |DR.G.A.FESTER       
13275 |PATRICIAS ARGENTINAS (DGNAL. SE - NO)ORD. 9706/1993-                                                |PATRICIAS           
13300 |CASTELLI, JUAN JOSE (E - O)                                                                         |J.J.CASTELLI        
13350 |BOEDO, MARIANO (E - O) (PJE.)                                                                       |PJE. M. BOEDO       
13400A|GRIERSON, DOCTORA CECILIA (S - N)                                                                   |DRA. GRIERSON       
13400B|12 DE OCTUBRE, AVENIDA (S - N)                                                                      |12 DE OCTUBRE       
13400C|VENEZUELA (S - N)Bº. EL ABASTO. ORD. 9612-92-                                                       |VENEZUELA           
13430 |CALDERON DE SANABRIA, MENCIA (S - N) (PJE.) (5TO. PJE.)                                             |PJE. CALDERON       
13450A|TRONCOSO, CANONIGO DOCTOR JUAN BLAS (S - N) (PJE.)                                                  |PJE. TRONCOSO       
13450B|MARECHAL, LEOPOLDO  (S - N) (PJE.)ORD.9602-1992-                                                    |PJE.MARECHAL        
13470 |SANABRIA, MARIA DE (S - N) (PJE.) (4TO. PASAJE)                                                     |PJE. SANABRIA       
13500A|ZEBALLOS, DOCTOR ESTANISLAO SEVERO (E - O)                                                          |DR.E.ZEBALLOS       
13500B|GALICIA, AVENIDA (E - O)                                                                            |AVDA. GALICIA       
13550 |PEÑA, DAVID (E - O) (PJE.)                                                                          |PJE. D. PEÑA        
13550A|SIN NOMBRE (E - O) (PJE.)                                                                           |PJE. 135.50-A       
13600A|FURLONG CARDIFF, R.P. GUILLERMO (S - N)                                                             |R.P.G.FURLONG       
13600B|SANTA FE, AVENIDA (S - N)                                                                           |AVDA.SANTA FE       
13600C|COLOMBIA (S - N) ORD 9587-Bº EL ABASTO.                                                             |COLOMBIA            
13630 |RUIZ, MANUEL (S - N) (PJE.) (2DO. PASAJE)                                                           |PJE. M. RUIZ        
13650 |DEL FRESNO DE LOPEZ, JOSEFA RODRIGUEZ (S - N) (PJE.)                                                |PJ.DEL FRESNO       
13670 |CEVALLOS, PEDRO DE (S - N) (PJE.) (1ER. PASAJE)                                                     |PJE. CEVALLOS       
13700 |BONEO, OBISPO DOCTOR JUAN AGUSTIN (E - O)                                                           |AGUSTIN BONEO       
13750 |CAYASTA (E - O) (PJE.)                                                                              |PJE. CAYASTA        
13800A|LARRECHEA, PEDRO TOMAS DE (S - N)                                                                   |DE LARRECHEA        
13800B|TOBAS (S - N)ORD. 9609/1992- Bº EL ABASTO.                                                          |TOBAS               
13830 |VERA, DOLORES ALFARO DE (S - N) (PJE.)                                                              |PJE.A.DE VERA       
13850 |SANCHEZ, FLORENCIO (S - N) (PJE.)                                                                   |PJE.F.SANCHEZ       
13870 |GARAY, ISABEL DE BECERRA DE (S - N) (PJE.)                                                          |PJE. DE GARAY       
13900 |ESPORA, CORONEL DE MARINA TOMAS (E - O)                                                             |CNEL.T.ESPORA       
13925 |CIRCUNVALACION OESTE (TRAMO NORTE) (DGNAL. SO - NE)                                                 |AV.CIRCUNVAL.       
13950 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 139.50       
14000A|SCHMIDL, ULRICO (S - N)                                                                             |U. SCHMIDL          
14000B|MOCOVIES (S - N)ORD. 9605/1992-(Bº. EL ABASTO)                                                      |MOCOVIES            
14030 |LEON, BLANCA GODOY Y PONCE DE (S - N) (PJE.)                                                        |PJE.P.DE LEON       
14050 |ORO, FRAY DOMINGO DE (S - N) (PJE.)                                                                 |PJE. D.DE ORO       
14070 |PAREDES, DOCTOR CLEMENTINO S. (S - N) (PJE.)                                                        |PJE. PAREDES        
14075 |ABIPONES (DGNAL. SE - NO)ORD.9608/1992-Bº EL ABASTO.                                                |DIAG.ABIPONES       
14100A|PRINCIPE, OBISPO MONSEÑOR DOCTOR ENRIQUE (E - O)                                                    |OB.E.PRINCIPE       
14100B|VIEYTES, JUAN HIPOLITO (E - O)                                                                      |J. H. VIEYTES       
14130 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 141.30       
14150 |KOCH, JUAN (E - O) (PJE.)                                                                           |PJE.JUAN KOCH       
14200 |MANSILLA, LUCIO VICTOR (S - N)                                                                      |L. MANSILLA         
14230 |GUZMAN, RUY DIAZ DE (S - N) (PJE.)                                                                  |PJE.DE GUZMAN       
14250 |AROCA, FRAY FRANCISCO DE (S - N) (PJE.)                                                             |PJE. DE AROCA       
14270 |DE LAS CASAS, FRAY BARTOLOME (S - N) (PJE.)                                                         |DE LAS CASAS        
14300 |ALBERTI, PRESBITERO MANUEL MAXIMINO (E - O)                                                         |M. ALBERTI          
14400 |LOS NEGRUCHOS (S - N) ORD. 10650/2001-Bº. S. AGUSTIN  II.                                           |LOS NEGRUCHOS       
14500A|FASOLINO, MONSEÑOR CARDENAL DOCTOR NICOLAS (E - O)                                                  |DR.N.FASOLINO       
14500B|RISSO, IGNACIO C. (E - O)                                                                           |IGNACIO RISSO       
14500C|GUANELLA, LUIS (E - O)                                                                              |LUIS GUANELLA       
14550A|DE ANDREA, MONSEÑOR MIGUEL (E - O) (PJE.)                                                           |PJE.DE ANDREA       
14550B|SIN NOMBRE (E - O) (PJE.)                                                                           |PJE. 145.50-B       
14600 |LOS TEROS (S - N)  ORD.10650-2001- Bº S. AGUSTIN  II                                                |LOS TEROS           
14700 |GENESIO, PADRE MIGUEL (E - O)(ANTES LOS ANDES)                                                      |PADRE GENESIO       
14725 |SIN NOMBRE (DGNAL. SO - NE) (PJE.)                                                                  |PJ.S/N 147.25       
14750 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 147.50       
14800 |LAS TOCORITAS (S - N) ORD. 10650-2001-                                                              |LAS TOCORITAS       
14900 |JAVIER DE LA ROSA, FRANCISCO (E - O)                                                                |J. DE LA ROSA       
14925 |MILLAN MEDINA, MARIO (DGNAL. SO - NE)                                                               |MILLAN MEDINA       
14950 |JUAN PABLO I (E - O) (PJE.)ORD.9884/94-DTC.0046                                                     |JUAN PABLO I        
15100 |12 DE INFANTERIA, REGIMIENTO (E - O)                                                                |12 DE INFANT.       
15125 |CARLOS GARDEL( COD.151.25) (DGNAL. SO - NE)DCTO. 00230/94-                                          |DG .C. GARDEL       
15300 |AYACUCHO (BATALLA DE) (E - O)                                                                       |AYACUCHO            
15350 |VILLEGAS, ROMILDA LETICIA ORSI DE (E - O) (PJE.)                                                    |PJE.VILLEGAS        
15500 |PAVON (BATALLA DE) (E - O)                                                                          |PAVON               
15550 |PAEZ, JORGE (CONCEJAL) (E - O) (PJE.)                                                               |PJ.JORGE PAEZ       
15700 |LARREA, JUAN (E - O)                                                                                |JUAN LARREA         
15750 |MANTOVANI, PROFESOR JUAN (E - O) (PJE.)                                                             |PJE.MANTOVANI       
15750A|CABEZAS, JOSE LUIS (E - O) (PJE.)                                                                   |PJE.J.CABEZAS       
15900 |AZCUENAGA, MIGUEL DE (E - O)                                                                        |DE AZCUENAGA        
15950 |ROCA, ALFREDO F. (E - O) (PJE.)                                                                     |PJE.A.F.ROCA        
16100 |MATHEU, DOMINGO BARTOLOME (E - O)                                                                   |D. MATHEU           
16150 |GIANELLO, LEONCIO(H) (E - O) (PJE.)                                                                 |L.GIANELLO(H)       
16300 |FRENCH, DOMINGO (E - O)                                                                             |D. FRENCH           
16330 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 163.30       
16500 |BERUTI, ANTONIO LUIS (E - O)                                                                        |A. BERUTI           
16530A|SIN NOMBRE (E - O) (PJE.) (1ER. PASAJE)                                                             |PJE. 165.30-A       
16530B|ECHAGUE Y ANDIA, DEAN FRANCISCO JAVIER DE (E - O) (PJE.)                                            |PJE.E.Y ANDIA       
16550A|AGUSTIN, SAN (E - O) (PJE.)                                                                         |PJE.S.AGUSTIN       
16550B|GUEVARA, ISABEL DE (E - O)                                                                          |PJE.GUEVARA         
16570A|SIN NOMBRE (E - O) (PJE.) (2DO. PASAJE)                                                             |PJE. 165.70-A       
16570B|PAUCKE, PADRE FLORIAN (E - O) (PJE.)                                                                |PJE.F.PAUCKE        
16700 |GORRITI, JOSE IGNACIO (E - O)                                                                       |J. I. GORRITI       
16730 |SIN NOMBRE (E - O) (PJE.) (3ER. PASAJE)                                                             |PJ.S/N 167.30       
16770 |SIN NOMBRE (E - O) (PJE.) (4TO. PASAJE)                                                             |PJ.S/N 167.70       
16900A|ALMONACID, ALMANDOS (E - O)                                                                         |A. ALMONACID        
16900D|PEDRONI, JOSE (E - O)                                                                               |JOSE PEDRONI        
16925 |VARELA, FLORENCIO (DGNAL. SO - NE)                                                                  |DGNAL.VARELA        
16930 |SIN NOMBRE (E - O) (PJE.) (5TO. PASAJE) SEGUN RESOLUCION INTERNA Nº 19/2009                         |PJ.S/N 169.30       
16970 |SIN NOMBRE (E - O) (PJE.) SEGUN RESOLUCION INTERNA Nº 19/2009                                       |PJ.S/N 169.70       
17100 |CIBILS, JOSE (E - O) (47 S/N)  -CARGADO S/RES. 19/2009-                                             |JOSE CIBILS         
17125 |MENDOZA, PEDRO DE (DGNAL. SO - NE)                                                                  |P. DE MENDOZA       
17175 |SIN NOMBRE (DGNAL. SE - NO)                                                                         |DG.S/N 171.75       
17300A|AGUIRRE, (E - O) (CALLEJON)                                                                         |CJON. AGUIRRE       
17300B|MANTOVANI, JUAN (E - O)                                                                             |MANTOVANI           
17350 |CAMELLI, ADRIANA (E - O) (PJE.) SEGÚN PLANO 157668-                                                 |A.CAMELLI           
17370 |SIN NOMBRE (E - O) (PJE.)SEGÚN PLANO 157668-                                                        |PJ.S/N 173.70       
17500 |PIEDRABUENA, GUADALUPE (E - O) (49 S/N)                                                             |G.PIEDRABUENA       
17530 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 175.30       
17550 |RAMOS, TTE.1§ ALBERTO ROLANDO (POST-MORTEM)(E - O)(PJE.)                                            |ALBERTO RAMOS       
17700 |LEUMANN, CARLOS ALBERTO (E - O) (50 S/N)                                                            |C.A.LEUMANN         
17750A|FUNES, DOCTOR RAFAEL MARIA (E - O) (CALLEJON) (50 S/N)                                              |CJON. R.FUNES       
17750B|MENDEZ, CORONEL MAYOR JOSE RAMON (E - O) (50 S/N)                                                   |CNEL.J.MENDEZ       
17770 |GALLEGO, PEDRO (E - O) (PJE.)                                                                       |PEDRO GALLEGO       
17900A|VALLE, GENERAL JUAN JOSE (E - O)                                                                    |JUAN J.VALLE        
17900B|WAST, HUGO (GUSTAVO MARTINEZ ZUVIRIA) (E - O)                                                       |HUGO WAST           
18100A|STORNI, ALFONSINA (E - O) (52 S/N)                                                                  |A. STORNI           
18100B|FERNANDEZ, FLORENCIO (E - O) (52 S/N)                                                               |F. FERNANDEZ        
18150A|SIN NOMBRE (E - O) (PJE.)                                                                           |PJE. 181.50-A       
18150B|11 DE MARZO DE 1973 (E - O) (PJE.)                                                                  |11 DE MARZO         
18175 |OBLIGADO, VUELTA DE (DGNAL. SE - NO)                                                                |VTA.OBLIGADO        
18300 |LA ESMERALDA (E - O)                                                                                |LA ESMERALDA        
18300A|LA PAMPA (E - O) (53 S/N)                                                                           |LA PAMPA            
18300B|COGORNO, TENIENTE GENERAL OSCAR LORENZO (E - O) (54 S/N)                                            |TTE.COGORNO         
18500A|SANTA CRUZ (E - O) (54 S/N)                                                                         |SANTA CRUZ          
18500B|LAMOTHE, ALEJANDRO (E - O)                                                                          |LAMOTHE             
18550 |RIO NEGRO (E - O) SEGÚN PLANO 156916- PLANO 144660                                                  |PJE.RIO NEGRO       
18700 |NEUQUEN (E - O) (55 S/N) SEGÚN PLANO 156916-                                                        |NEUQUEN             
18750 |NAMUNCURA, CEFERINO (E - O)                                                                         |C. NAMUNCURA        
18770 |FORMOSA (E - O) (PJE.)                                                                              |PJE. FORMOSA        
18900 |MISIONES (E - O) (57 S/N)                                                                           |MISIONES            
18950 |CHUBUT (E - O)                                                                                      |PJE.CHUBUT          
19100A|EL SABLE (E - O) (CALLEJON)(ACTUAL CALLE CHACO)                                                     |CJON.EL SABLE       
19100B|CHACO (E - O) (S 96) (60 S/N)(EX-CALLEJON EL SABLE)                                                 |CHACO               
19150 |SEDLACEK, JOSE (E - O) (PJE.) ORD. 9594/1992-                                                       |PJE.SEDLACEK        
19300 |COMBATIENTES DE MALVINAS (E - O) (S 97)                                                             |COMB.MALVINAS       
19350 |MIGUEZ, PADRE FAUSTINO (E - O)(PJE.)(6TO. PASAJE)ORD.10411-                                         |PJE. F.MIGUEZ       
19500A|ROCA (E - O) (CALLEJON)                                                                             |CALLEJON ROCA       
19500B|SILVA, PRESBITERO GENARO (E - O)                                                                    |GENARO SILVA        
19500C|LOZA, CORONEL FLORENTINO (E - O)                                                                    |CNEL. F. LOZA       
19700 |VALDIVIESO, SANTO HECTOR (E - O)S/PLANO DE MENSURA Nº 159876-                                       |S. VALDIVIESO       
19750 |SCALABRINI ORTIZ, RAUL (E - O) (PJE)                                                                |SCALABRINI O.       
19900 |ANDINO, MANUEL IGNACIO DIEZ DE (E - O) (SPEDALIERI)                                                 |M.D.DE ANDINO       
19950 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 199.50       
20100 |DOLDAN, PRESBITERO JOSE LUIS (E - O)S/PLANO 159876-                                                 |JOSE DOLDAN         
20150 |DAMIANOVICH, HORACIO JAIME(E - O)(PJE.)                                                             |H.DAMIANOVICH       
20300A|LOS PINOS (E - O)                                                                                   |LOS PINOS           
20300B|ESPINOSA, PEDRO DE (E - O)S/PLANO 157958-                                                           |P.DE ESPINOSA       
20350 |SIN NOMBRE (E - O) (PJE.)PLANO Nº 160524-                                                           |PJ.S/N 203.50       
20500A|LOS NOGALES (E - O)                                                                                 |LOS NOGALES         
20500B|AGUAYO, FRANCISCO (E - O)S/RESOLUCIÓN INT. Nº 19/2009-(NOTA 2793-C-05/3230-                         |AGUAYO              
20500C|SARSOTTI, CARLOS (E - O)SEGUN PLANO Nº 160524-                                                      |SARSOTTI            
20700A|LOS CEDROS (E - O)                                                                                  |LOS CEDROS          
20700B|LA SALLE, J. BAUTISTA (E - O)CALLE PROYECTADA S/ RESOLUCIÓN INT. Nº 19/2009-                        |DE LA SALLE         
20700C|RODRIGUEZ, MONSEÑOR ANTONIO (E - O)                                                                 |RODRIGUEZ           
20900A|LOS PARAISOS (E - O) SEGÚN PLANO Nº 147585/08                                                       |LOS PARAISOS        
20900B|"MALAVER, PADRE G. (E - O)""CALLE PROYECTADA""SEGÚN RES. INT. Nº 19/2009-                              "|PADRE MALAVER       
21100 |QUIROGA, GENERAL JUAN FACUNDO (E - O)                                                               |GRAL.QUIROGA        
05275D|SIN NOMBRE (DGNAL. SE - NO) (PJE.)                                                                  |PJE. 52.75-D        
05050H|VERA, CABO 2§ OMAR ELVIO (POST-MORTEM) (S - N) (PJE.)                                               |OMAR E. VERA        
08870 |GOLLAN, JOSE ELIAS (S - N)ORD.9868-/94-                                                             |J. E. GOLLAN        
62400 |                                                                                                    |C.AGUIRRE/358       
20950 |SIN NOMBRE (E - O) (PJE.) SEGÚN PLANO Nº 147585/08                                                  |PJ.S/N 209.50       
20750 |"SIN NOMBRE (E - O) (PJE.)""PASAJE PROYECTADO""SEGÚN RESOLUCIÓN INT. Nº 19/2009-                       "|PJ.S/N 207.50       
63000 |TOPOGRAFIA VA A INCORPORAR CODIGOS DE CALLE                                                         |ALTO VERDE          
06275 |SIN NOMBRE (DGNAL. SO - NE) (CENTENARIO)                                                            |PJE.S/N 62.75       
00000A|S/ ORD.12115/14  ( ANTES MAR ARGENTINO - AVENIDA CIRCUNVALACION SUR)                                |AV. DE LA CONSTITUC.
13875 |SIN NOMBRE (DGNAL. SE - NO)                                                                         |PJ.S/N 138.75       
05440C|MECCA, ADOLFO EDUARDO (POST MORTEM) (S - N) (PJE.)                                                  |ADOLFO MECCA        
05250C|REARTES, CABO 2§ RICARDO ALFREDO (POST-MORTEM)(S - N)(PJE)                                          |R. A. REARTES       
18930 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 189.30       
06825A|SIN NOMBRE (DGNAL. SE - NO)                                                                         |PJE. 68.25-A        
01125 |DESDE GOLONDRINA HASTA CARDENILLA (DGNAL. SO - NE)                                                  |DIAG. BENTEVEO      
00925 |SIN NOMBRE (DGNAL. SO - NE)                                                                         |DG. S/N 9.25        
08875A|DESDE MZ 342S HASTA MZ645  (DGNAL. SE - NO)                                                         |DGNAL HORNERO       
08675A|DESDE CARDENILLA HASTA GORRION (DGNAL. SE - NO)                                                     |DGNAL GOLONDRINA    
08650C|SIN NOMBRE (S - N) (PJE.)                                                                           |PJE. 86.50-C        
15000 |LA CALANDRIA (S - N) ORD.10650/2001-Bº S. AGUSTIN II-                                               |LA CALANDRIA        
13060 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJ.S/N 130.60       
04600A|PREFECTURA NAVAL ARGENTINA (COLECTORA)                                                              |PREFECT.NAVAL       
01450 |MACIEL, DOCTOR JUAN BALTASAR PRESBITERO (S - N) (PJE.)ORD. 7382/77                                  |JUAN B.MACIEL       
00700 |SIN NOMBRE (DGNAL. SO - NE) (PJE.)                                                                  |PJE.S/N 7.00        
00750 |SIN NOMBRE (DGNAL. SO - NE) (PJE.)                                                                  |PJE.S/N 7.50        
00900 |SIN NOMBRE (DGNAL. SO - NE) (PJE.)                                                                  |PJE.S/N 9.00        
01300 |DESDE GOLONDRINA HASTA CARDENILLA (DGNAL. SO - NE) (PJE.)                                           |PJE.GORRION         
01325 |SIN NOMBRE (DGNAL. SO - NE) (PJE.)                                                                  |PJE.S/N 13.25       
09075A|DESDE BENTEVEO A MZ 646 O (DGNAL. SE - NO) (PJE.) SEGÚN PLANO 157668-                               |PJE. TIJERETA       
04550A|SILVA, LUIS Y NIDIA (E - O) (PJE.)                                                                  |PJE. SILVA          
08890A|DESDE BENTEVEO A MZ 646 E (DGNAL. SE - NO)                                                          |DGNAL AZULINOS      
09475 |SIN NOMBRE (DGNAL. SE - NO) (PJE.)                                                                  |PJE.S/N 94.75       
12095 |SIN NOMBRE (DGNAL. SE - NO)                                                                         |DG.S/N 120.95       
18350 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 183.50       
07825A|SIN NOMBRE (DGNAL. NE - SO)                                                                         |DG.S/N 78.25A       
50000 |                                                                                                    |ESTAFETA            
50100 |                                                                                                    |UNIDAD POSTAL       
32625 |ENTRE PROL. CALLE COD. 363-377 Y MOCOVÍ HASTA ZORZALES                                              |PUBLICA             
32800 |E/ CALLE COD. 363-371 Y E/COD403-405 Y E/COD 409-415                                                |LOS UBAJAY          
33000 |E/ CALLE COD. 363-373 Y E/ COD 379-383 Y COD 409-MANZ. 14554                                        |LOS ALISOS          
33200 |E/PROL CALLE COD. 357A-359A Y E/ COD 383-387 Y E/399-405                                            |LOS TIMBOES         
33400 |E/ CALLE COD. 357 A-379 Y E/ COD. 407-415-LAS MADRESELVAS                                           |L MADRESELVAS       
38600A|E/RUTA PROV. Nº1-PROL.  COD. 363                                                                    |PUBLICA             
33600 |ENTRE CALLE COD 379-383 Y ENTRE CALLE COD 391-407                                                   |LAS HIGUERAS        
33450 |E/ PROLGS DE CJON MOCOVÍ COD.-373 Y PROL. MEPENES 371,00-S/ORD.11709/2010-                          |ZUINANDI            
38800A|E/ RUTA PROV. 1-PROLONG. CALLE COD. 363                                                             |PUBLICA             
33429 |ENTRE CALLE COD. 379-MANZANA 11754 B- DE BAJA POR CODIGO ERRONEO                                    |PJE. PUBLICO        
33650 |ENTRE CALLE COD. 379- MANZANA 11754 A                                                               |PJE. PUBLICO        
34050 |ENTRE CALLE COD. 379-MANZANA 11754A                                                                 |PJE. PUBLICO        
33800 |ENTRE CALLE COD. 409-415                                                                            |LOS OMBUES          
34000 |E/COD 357A-361A Y E/ COD 371-379 Y E/ COD.391-PROLONG. CALLE 405                                    |LAS GUINDAS         
34200 |E/359A-M:11754 Y E/371-373 Y E/379-M:11754 Y 399-PROLONG.405-LOS MANDARINOS                         |L MANDARINOS        
34400 |ENTRE CALLE COD. 409-415                                                                            |LOS NARANJOS        
34600A|ENTRE CALLE COD. 355-373                                                                            |QUERANDIES          
34725B|RUTA PROV. Nº 168-CALLE COD.362-C.A. VELOCIDAD Y RESISTENCIA                                        |CA VEL/RESIST       
38600G|ENTRE CALLE COD. 345-351.25-NEMESIA CACERES                                                         |N. CACERES          
38800G|ENTRE PROLONG. CALLE 343-353                                                                        |ROBERTO MOYANO      
39000G|ENTRE CALLE COD. 347.25-349.25                                                                      |FAMILIA LUCCA       
39200G|ENTRE CALLE COD.347- PROLONG. CALLE COD.351                                                         |ANTONINO FREYRE     
17300C|CRUCERO A.R.A. GENERAL BELGRANO (E -O)                                                              |CA G BELGRANO       
39050 |RUTA NACIONAL Nº168-CALLE Nº 355.50                                                                 |PUBLICA             
30800 | ENTRE CALLEJÓN LABORIE(415,00) Y LAS CASUARINAS (407,00)                                           |CHURQUIS            
05850B|ZAMARO LUIS TEODORO, INGENIERO (S - N) (PJE.)(TAMO DE ALMAFUERTE)ORD.11325                          |ING.L.ZAMARO        
35550 |E/CALLE COD.390A-CALLE COD.392A                                                                     |PUBLICA             
03450A|HERMANOS DE LA SALLE (S-N) EX ALBERDI.                                                              |H LA SALLE          
32225 |ENTRE CALLE 315.75 HASTA RUTA NAC. 168                                                              |PUBLICA             
31575 |ENTRE RIO COLASTINE Y CALLE COD. 322.25                                                             |PUBLICA             
31775 |ENTRE  RIO COLASTINE Y CALLE COD. 322.25                                                            |PUBLICA             
32025 |ENTRE CALLE COD. 315.75-323.75                                                                      |PUBLICA             
32050 |ENTRE CALLE COD. 315.75 Y TERRENO PRIVADO                                                           |PJE. PUBLICO        
31975 |ENTRE RIO COLASTINE Y CALLE COD. 322.25                                                             |PUBLICA             
32175 |ENTRE RIO COLASTINE Y CALLE COD. 322.25                                                             |PUBLICA             
32195 |ENTRE CALLE COD. 320.25 Y CON QUIEBRE A RUTA NAC. 168(ERROR-ES PASILLO)                             |PJE. PUBLICO        
32185 |ENTRE CALLE COD. 322.25 A TERRENOS PRIVADOS                                                         |PJE. PUBLICO        
09400C|SIN NOMBRE (DGNAL. SE - NO) PUBLICA SEGÚN PLANO 159775/861 -   144660                               |PCA S/N 94C         
08000B|DUSSO LUIS VICTORIANO, PRESBITERO  (S - N) ORD. 11166                                               |PRESB L DUSSO       
